algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,H-accuracy,W-accuracy,B-accuracy,Race-accuracy,H-accuracy_over_W-accuracy,B-accuracy_over_W-accuracy,Race-accuracyRatio,diff:W-accuracytoH-accuracy,diff:W-accuracytoB-accuracy,Race-accuracyDiff,H-TPR,W-TPR,B-TPR,Race-TPR,H-TPR_over_W-TPR,B-TPR_over_W-TPR,Race-TPRRatio,diff:W-TPRtoH-TPR,diff:W-TPRtoB-TPR,Race-TPRDiff,H-TNR,W-TNR,B-TNR,Race-TNR,H-TNR_over_W-TNR,B-TNR_over_W-TNR,Race-TNRRatio,diff:W-TNRtoH-TNR,diff:W-TNRtoB-TNR,Race-TNRDiff,H-FPR,W-FPR,B-FPR,Race-FPR,H-FPR_over_W-FPR,B-FPR_over_W-FPR,Race-FPRRatio,diff:W-FPRtoH-FPR,diff:W-FPRtoB-FPR,Race-FPRDiff,H-FNR,W-FNR,B-FNR,Race-FNR,H-FNR_over_W-FNR,B-FNR_over_W-FNR,Race-FNRRatio,diff:W-FNRtoH-FNR,diff:W-FNRtoB-FNR,Race-FNRDiff,H-calibration+,W-calibration+,B-calibration+,Race-calibration+,H-calibration+_over_W-calibration+,B-calibration+_over_W-calibration+,Race-calibration+Ratio,diff:W-calibration+toH-calibration+,diff:W-calibration+toB-calibration+,Race-calibration+Diff,H-calibration-,W-calibration-,B-calibration-,Race-calibration-,H-calibration-_over_W-calibration-,B-calibration-_over_W-calibration-,Race-calibration-Ratio,diff:W-calibration-toH-calibration-,diff:W-calibration-toB-calibration-,Race-calibration-Diff
SVM,,0,0.9629629629629629,0.9230769230769231,1.0,0.9615384615384616,0.9281909617845143,0.625,0.625,0.8,1.0,0.9333333333333333,1.0,0.9777777777777779,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0,0.8888888888888888,1.0,0.9629629629629629,1.125,1.125,1.125,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11111111111111116,0.0,0.037037037037037056,0.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.047619047619047616,0.0,0.0,1.0,0.8571428571428572,0.8571428571428572,0.8571428571428572
SVM,,1,0.9259259259259259,0.8461538461538461,1.0,0.9230769230769231,0.8604560508152728,0.7142857142857142,0.7142857142857142,0.8666666666666667,1.0,0.8666666666666667,1.0,0.9555555555555556,1.1538461538461537,1.1538461538461537,1.1538461538461537,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.0,0.7777777777777778,1.0,0.9259259259259259,1.2857142857142856,1.2857142857142856,1.2857142857142856,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2222222222222222,0.0,0.07407407407407407,0.0,0.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.0,0.0,1.0,0.75,0.75,0.75
SVM,,2,0.7777777777777778,0.6153846153846154,0.9285714285714286,0.771978021978022,0.576556660197055,0.3571428571428571,0.3571428571428571,0.7,0.8333333333333334,0.7333333333333333,0.8333333333333334,0.7999999999999999,1.1363636363636365,1.1363636363636365,1.1363636363636365,1.1,1.1,1.1,0.5,0.6666666666666666,0.5,0.5555555555555555,0.75,0.75,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,1.0,0.9444444444444445,1.2,1.2,1.2,1.1666666666666665,1.1666666666666665,1.1666666666666665,0.0,0.16666666666666663,0.0,0.055555555555555546,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.33333333333333337,0.5,0.4444444444444445,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.1666666666666665,1.1666666666666665,1.1666666666666665,1.0,0.8571428571428571,1.0,0.9523809523809524,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.2,0.375,0.2,0.2583333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.825,0.825,0.825
SVM,,3,0.8888888888888888,0.9230769230769231,0.8571428571428571,0.8901098901098901,0.7802197802197802,0.6944444444444445,0.6944444444444444,0.8166666666666667,1.0,0.8666666666666667,0.8333333333333334,0.9,1.1538461538461537,0.9615384615384616,1.0576923076923077,1.1333333333333333,0.9666666666666667,1.05,1.0,0.8888888888888888,1.0,0.9629629629629629,1.125,1.125,1.125,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,0.8333333333333334,0.75,0.8611111111111112,1.2,0.8999999999999999,1.0499999999999998,1.1666666666666665,0.9166666666666666,1.0416666666666665,0.0,0.16666666666666663,0.25,0.13888888888888887,0.0,1.5000000000000004,0.7500000000000002,0.8333333333333334,1.0833333333333335,0.9583333333333335,0.0,0.11111111111111116,0.0,0.037037037037037056,0.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,0.6666666666666666,0.8518518518518517,1.125,0.75,0.9375,1.1111111111111112,0.7777777777777778,0.9444444444444444,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334
SVM,,4,0.8148148148148148,0.8461538461538461,0.7857142857142857,0.8159340659340659,0.6318681318681318,0.9375,0.9375,0.9666666666666667,0.8333333333333334,0.8,0.8333333333333334,0.8222222222222223,1.0416666666666667,1.0416666666666667,1.0416666666666667,1.0333333333333332,1.0333333333333332,1.0333333333333332,1.0,0.7777777777777778,1.0,0.9259259259259259,1.2857142857142856,1.2857142857142856,1.2857142857142856,1.2222222222222223,1.2222222222222223,1.2222222222222223,0.75,0.8333333333333334,0.75,0.7777777777777778,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.25,0.16666666666666663,0.25,0.2222222222222222,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.0833333333333335,1.0833333333333335,1.0833333333333335,0.0,0.2222222222222222,0.0,0.07407407407407407,0.0,0.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.875,0.6666666666666666,0.736111111111111,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.0,0.2857142857142857,0.0,0.09523809523809523,0.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143
SVM,,5,0.9259259259259259,0.8461538461538461,1.0,0.9230769230769231,0.8604560508152728,0.7142857142857142,0.7142857142857142,0.8666666666666667,1.0,0.8666666666666667,1.0,0.9555555555555556,1.1538461538461537,1.1538461538461537,1.1538461538461537,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.0,0.7777777777777778,1.0,0.9259259259259259,1.2857142857142856,1.2857142857142856,1.2857142857142856,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2222222222222222,0.0,0.07407407407407407,0.0,0.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.0,0.0,1.0,0.75,0.75,0.75
SVM,,6,0.7037037037037037,0.6153846153846154,0.7857142857142857,0.7005494505494505,0.4078785175942527,0.7142857142857142,0.7142857142857142,0.8666666666666667,0.8333333333333334,0.6,0.8333333333333334,0.7555555555555555,1.388888888888889,1.388888888888889,1.388888888888889,1.2333333333333334,1.2333333333333334,1.2333333333333334,1.0,0.5555555555555556,0.5,0.6851851851851851,1.7999999999999998,0.8999999999999999,1.3499999999999999,1.4444444444444444,0.9444444444444444,1.1944444444444444,0.75,0.6666666666666666,1.0,0.8055555555555555,1.125,1.5,1.3125,1.0833333333333335,1.3333333333333335,1.2083333333333335,0.25,0.33333333333333337,0.0,0.19444444444444445,0.7499999999999999,0.0,0.37499999999999994,0.9166666666666666,0.6666666666666666,0.7916666666666666,0.0,0.4444444444444444,0.5,0.3148148148148148,0.0,1.125,0.5625,0.5555555555555556,1.0555555555555556,0.8055555555555556,0.6666666666666666,0.7142857142857143,1.0,0.7936507936507936,0.9333333333333332,1.4,1.1666666666666665,0.9523809523809523,1.2857142857142856,1.119047619047619,0.0,0.5,0.2,0.2333333333333333,0.0,0.4,0.2,0.5,0.7,0.6
SVM,,7,0.8888888888888888,0.9230769230769231,0.8571428571428571,0.8901098901098901,0.7802197802197802,0.6944444444444445,0.6944444444444444,0.8166666666666667,1.0,0.8666666666666667,0.8333333333333334,0.9,1.1538461538461537,0.9615384615384616,1.0576923076923077,1.1333333333333333,0.9666666666666667,1.05,1.0,0.8888888888888888,1.0,0.9629629629629629,1.125,1.125,1.125,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,0.8333333333333334,0.75,0.8611111111111112,1.2,0.8999999999999999,1.0499999999999998,1.1666666666666665,0.9166666666666666,1.0416666666666665,0.0,0.16666666666666663,0.25,0.13888888888888887,0.0,1.5000000000000004,0.7500000000000002,0.8333333333333334,1.0833333333333335,0.9583333333333335,0.0,0.11111111111111116,0.0,0.037037037037037056,0.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,0.6666666666666666,0.8518518518518517,1.125,0.75,0.9375,1.1111111111111112,0.7777777777777778,0.9444444444444444,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334
SVM,,8,0.8148148148148148,0.6923076923076923,0.9285714285714286,0.8104395604395604,0.6424188694912957,0.5357142857142857,0.5357142857142856,0.7833333333333333,1.0,0.7333333333333333,0.8333333333333334,0.8555555555555556,1.3636363636363638,1.1363636363636365,1.25,1.2666666666666666,1.1,1.1833333333333333,1.0,0.6666666666666666,0.5,0.7222222222222222,1.5,0.75,1.125,1.3333333333333335,0.8333333333333334,1.0833333333333335,1.0,0.8333333333333334,1.0,0.9444444444444445,1.2,1.2,1.2,1.1666666666666665,1.1666666666666665,1.1666666666666665,0.0,0.16666666666666663,0.0,0.055555555555555546,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.33333333333333337,0.5,0.2777777777777778,0.0,1.4999999999999998,0.7499999999999999,0.6666666666666666,1.1666666666666665,0.9166666666666665,1.0,0.8571428571428571,1.0,0.9523809523809524,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.0,0.375,0.2,0.19166666666666665,0.0,0.5333333333333333,0.26666666666666666,0.625,0.825,0.725
SVM,,9,0.8888888888888888,0.7692307692307693,1.0,0.8846153846153846,0.7959171834405434,0.8333333333333333,0.8333333333333333,0.9333333333333333,1.0,0.8,1.0,0.9333333333333332,1.25,1.25,1.25,1.2,1.2,1.2,1.0,0.6666666666666666,1.0,0.8888888888888888,1.5,1.5,1.5,1.3333333333333335,1.3333333333333335,1.3333333333333335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.33333333333333337,0.0,0.11111111111111112,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667
