algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,H-accuracy,W-accuracy,B-accuracy,Race-accuracy,H-accuracy_over_W-accuracy,B-accuracy_over_W-accuracy,Race-accuracyRatio,diff:W-accuracytoH-accuracy,diff:W-accuracytoB-accuracy,Race-accuracyDiff,H-TPR,W-TPR,B-TPR,Race-TPR,H-TPR_over_W-TPR,B-TPR_over_W-TPR,Race-TPRRatio,diff:W-TPRtoH-TPR,diff:W-TPRtoB-TPR,Race-TPRDiff,H-TNR,W-TNR,B-TNR,Race-TNR,H-TNR_over_W-TNR,B-TNR_over_W-TNR,Race-TNRRatio,diff:W-TNRtoH-TNR,diff:W-TNRtoB-TNR,Race-TNRDiff,H-FPR,W-FPR,B-FPR,Race-FPR,H-FPR_over_W-FPR,B-FPR_over_W-FPR,Race-FPRRatio,diff:W-FPRtoH-FPR,diff:W-FPRtoB-FPR,Race-FPRDiff,H-FNR,W-FNR,B-FNR,Race-FNR,H-FNR_over_W-FNR,B-FNR_over_W-FNR,Race-FNRRatio,diff:W-FNRtoH-FNR,diff:W-FNRtoB-FNR,Race-FNRDiff,H-calibration+,W-calibration+,B-calibration+,Race-calibration+,H-calibration+_over_W-calibration+,B-calibration+_over_W-calibration+,Race-calibration+Ratio,diff:W-calibration+toH-calibration+,diff:W-calibration+toB-calibration+,Race-calibration+Diff,H-calibration-,W-calibration-,B-calibration-,Race-calibration-,H-calibration-_over_W-calibration-,B-calibration-_over_W-calibration-,Race-calibration-Ratio,diff:W-calibration-toH-calibration-,diff:W-calibration-toB-calibration-,Race-calibration-Diff
Feldman-SVM-DIavgall,lambda=0.0,0,0.9629629629629629,0.9230769230769231,1.0,0.9615384615384616,0.9281909617845143,0.625,0.625,0.8,1.0,0.9333333333333333,1.0,0.9777777777777779,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0,0.8888888888888888,1.0,0.9629629629629629,1.125,1.125,1.125,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11111111111111116,0.0,0.037037037037037056,0.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.047619047619047616,0.0,0.0,1.0,0.8571428571428572,0.8571428571428572,0.8571428571428572
Feldman-SVM-DIavgall,lambda=0.05,0,0.9259259259259259,0.8461538461538461,1.0,0.9230769230769231,0.8604560508152728,0.7142857142857142,0.7142857142857142,0.8666666666666667,1.0,0.8666666666666667,1.0,0.9555555555555556,1.1538461538461537,1.1538461538461537,1.1538461538461537,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.0,0.7777777777777778,1.0,0.9259259259259259,1.2857142857142856,1.2857142857142856,1.2857142857142856,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2222222222222222,0.0,0.07407407407407407,0.0,0.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.0,0.0,1.0,0.75,0.75,0.75
Feldman-SVM-DIavgall,lambda=0.1,0,0.8148148148148148,1.0,0.6428571428571429,0.8214285714285714,0.6813851438692469,0.7954545454545455,0.7954545454545454,0.8500000000000001,0.8333333333333334,0.8666666666666667,0.6666666666666666,0.7888888888888889,0.9615384615384616,0.7692307692307692,0.8653846153846154,0.9666666666666667,0.7999999999999999,0.8833333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.5,0.6388888888888888,1.125,0.75,0.9375,1.0833333333333335,0.8333333333333334,0.9583333333333335,0.25,0.33333333333333337,0.5,0.36111111111111116,0.7499999999999999,1.4999999999999998,1.1249999999999998,0.9166666666666666,1.1666666666666665,1.0416666666666665,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8181818181818182,0.5,0.6616161616161617,0.8148148148148148,0.611111111111111,0.7129629629629629,0.8484848484848484,0.6818181818181818,0.7651515151515151,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=0.15,0,0.9629629629629629,0.9230769230769231,1.0,0.9615384615384616,0.9281909617845143,0.625,0.625,0.8,1.0,0.9333333333333333,1.0,0.9777777777777779,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0,0.8888888888888888,1.0,0.9629629629629629,1.125,1.125,1.125,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11111111111111116,0.0,0.037037037037037056,0.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.047619047619047616,0.0,0.0,1.0,0.8571428571428572,0.8571428571428572,0.8571428571428572
Feldman-SVM-DIavgall,lambda=0.2,0,0.8148148148148148,1.0,0.6428571428571429,0.8214285714285714,0.6813851438692469,0.7954545454545455,0.7954545454545454,0.8500000000000001,0.6666666666666666,0.8666666666666667,0.8333333333333334,0.7888888888888889,0.7692307692307692,0.9615384615384616,0.8653846153846154,0.7999999999999999,0.9666666666666667,0.8833333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.75,0.6388888888888888,0.75,1.125,0.9375,0.8333333333333334,1.0833333333333335,0.9583333333333335,0.5,0.33333333333333337,0.25,0.36111111111111116,1.4999999999999998,0.7499999999999999,1.1249999999999998,1.1666666666666665,0.9166666666666666,1.0416666666666665,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8181818181818182,0.6666666666666666,0.6616161616161617,0.611111111111111,0.8148148148148148,0.7129629629629629,0.6818181818181818,0.8484848484848484,0.7651515151515151,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=0.25,0,0.7407407407407407,0.9230769230769231,0.5714285714285714,0.7472527472527473,0.5241424183609591,1.25,1.25,1.15,0.5,0.8666666666666667,0.6666666666666666,0.6777777777777777,0.5769230769230769,0.7692307692307692,0.673076923076923,0.6333333333333333,0.7999999999999999,0.7166666666666666,1.0,0.8888888888888888,1.0,0.9629629629629629,1.125,1.125,1.125,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.25,0.8333333333333334,0.5,0.5277777777777778,0.3,0.6,0.44999999999999996,0.41666666666666663,0.6666666666666666,0.5416666666666666,0.75,0.16666666666666663,0.5,0.47222222222222215,4.500000000000001,3.000000000000001,3.750000000000001,1.5833333333333335,1.3333333333333335,1.4583333333333335,0.0,0.11111111111111116,0.0,0.037037037037037056,0.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.4,0.8888888888888888,0.5,0.5962962962962962,0.45000000000000007,0.5625,0.5062500000000001,0.5111111111111112,0.6111111111111112,0.5611111111111111,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334
Feldman-SVM-DIavgall,lambda=0.3,0,0.7777777777777778,0.9230769230769231,0.6428571428571429,0.7829670329670331,0.5855676421026854,1.1111111111111112,1.1111111111111112,1.0666666666666667,0.5,0.8666666666666667,0.8333333333333334,0.7333333333333334,0.5769230769230769,0.9615384615384616,0.7692307692307692,0.6333333333333333,0.9666666666666667,0.8,1.0,0.8888888888888888,1.0,0.9629629629629629,1.125,1.125,1.125,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.25,0.8333333333333334,0.75,0.6111111111111112,0.3,0.8999999999999999,0.6,0.41666666666666663,0.9166666666666666,0.6666666666666666,0.75,0.16666666666666663,0.25,0.38888888888888884,4.500000000000001,1.5000000000000004,3.000000000000001,1.5833333333333335,1.0833333333333335,1.3333333333333335,0.0,0.11111111111111116,0.0,0.037037037037037056,0.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.4,0.8888888888888888,0.6666666666666666,0.6518518518518518,0.45000000000000007,0.75,0.6000000000000001,0.5111111111111112,0.7777777777777778,0.6444444444444445,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334
Feldman-SVM-DIavgall,lambda=0.35,0,0.7777777777777778,0.8461538461538461,0.7142857142857143,0.7802197802197802,0.5635445125120265,1.4285714285714284,1.4285714285714286,1.2,0.5,0.8666666666666667,0.8333333333333334,0.7333333333333334,0.5769230769230769,0.9615384615384616,0.7692307692307692,0.6333333333333333,0.9666666666666667,0.8,1.0,0.7777777777777778,1.0,0.9259259259259259,1.2857142857142856,1.2857142857142856,1.2857142857142856,1.2222222222222223,1.2222222222222223,1.2222222222222223,0.25,1.0,0.75,0.6666666666666666,0.25,0.75,0.5,0.25,0.75,0.5,0.75,0.0,0.25,0.3333333333333333,0.0,0.0,1.0,1.75,1.25,1.5,0.0,0.2222222222222222,0.0,0.07407407407407407,0.0,0.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.4,1.0,0.6666666666666666,0.6888888888888888,0.4,0.6666666666666666,0.5333333333333333,0.4,0.6666666666666666,0.5333333333333333,0.0,0.25,0.0,0.08333333333333333,0.0,0.0,1.0,0.75,0.75,0.75
Feldman-SVM-DIavgall,lambda=0.4,0,0.7777777777777778,0.8461538461538461,0.7142857142857143,0.7802197802197802,0.5635445125120265,1.4285714285714284,1.4285714285714286,1.2,0.5,0.8666666666666667,0.8333333333333334,0.7333333333333334,0.5769230769230769,0.9615384615384616,0.7692307692307692,0.6333333333333333,0.9666666666666667,0.8,1.0,0.7777777777777778,1.0,0.9259259259259259,1.2857142857142856,1.2857142857142856,1.2857142857142856,1.2222222222222223,1.2222222222222223,1.2222222222222223,0.25,1.0,0.75,0.6666666666666666,0.25,0.75,0.5,0.25,0.75,0.5,0.75,0.0,0.25,0.3333333333333333,0.0,0.0,1.0,1.75,1.25,1.5,0.0,0.2222222222222222,0.0,0.07407407407407407,0.0,0.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.4,1.0,0.6666666666666666,0.6888888888888888,0.4,0.6666666666666666,0.5333333333333333,0.4,0.6666666666666666,0.5333333333333333,0.0,0.25,0.0,0.08333333333333333,0.0,0.0,1.0,0.75,0.75,0.75
Feldman-SVM-DIavgall,lambda=0.45,0,0.8518518518518519,0.9230769230769231,0.7857142857142857,0.8543956043956045,0.7127180599416806,1.09375,1.09375,1.05,0.6666666666666666,0.9333333333333333,0.8333333333333334,0.8111111111111112,0.7142857142857142,0.8928571428571429,0.8035714285714286,0.7333333333333333,0.9,0.8166666666666667,1.0,0.8888888888888888,1.0,0.9629629629629629,1.125,1.125,1.125,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.5,1.0,0.75,0.75,0.5,0.75,0.625,0.5,0.75,0.625,0.5,0.0,0.25,0.25,0.0,0.0,1.0,1.5,1.25,1.375,0.0,0.11111111111111116,0.0,0.037037037037037056,0.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.5,1.0,0.6666666666666666,0.7222222222222222,0.5,0.6666666666666666,0.5833333333333333,0.5,0.6666666666666666,0.5833333333333333,0.0,0.14285714285714285,0.0,0.047619047619047616,0.0,0.0,1.0,0.8571428571428572,0.8571428571428572,0.8571428571428572
